,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,save_form,long_form,ict_form
4557,260,de Gea,2017/2018,18,2,19,1.8888888888888888,1.0,1.0,1.5555555555555556,11.0,5.333333333333333,3,5.333333333333333,5.0,3.866666666666666
4993,286,Elliot,2017/2018,18,18,5,0.7777777777777778,2.4444444444444446,1.6666666666666667,0.7777777777777778,1.0,1.6666666666666667,3,3.0,2.2,2.533333333333333
5325,306,Forster,2017/2018,18,12,3,0.625,1.5555555555555556,1.25,0.7777777777777778,1.0,2.6666666666666665,4,5.666666666666668,3.2,3.5999999999999988
5726,328,Butland,2017/2018,18,17,15,1.1111111111111112,0.9,2.0,2.1,2.0,2.0,2,4.0,2.0,2.6666666666666674
6074,350,Fabianski,2017/2018,18,20,9,0.5555555555555556,1.8888888888888888,1.2222222222222223,1.4444444444444444,2.0,5.666666666666668,9,3.6666666666666665,4.6,2.9666666666666663
6500,375,Lloris,2017/2018,18,7,1,1.6666666666666667,3.5555555555555562,1.3333333333333333,0.7777777777777778,9.0,4.333333333333333,2,4.333333333333333,3.2,3.1666666666666674
6937,397,Gomes,2017/2018,18,10,11,1.2222222222222223,0.7777777777777778,2.2222222222222223,2.1111111111111107,1.0,1.6666666666666667,1,3.0,1.4,2.2
7270,421,Foster,2017/2018,18,19,2,1.0,1.8888888888888888,1.5555555555555556,1.0,10.0,4.333333333333333,1,2.0,4.2,1.8
7595,438,San Miguel del Castillo,2017/2018,18,15,17,0.9,1.1111111111111112,2.1,2.0,8.0,6.333333333333332,6,1.6666666666666667,0.0,1.0999999999999996
8049,469,Pope,2017/2018,18,6,13,1.0,1.0,1.0,1.3333333333333333,11.0,7.666666666666668,6,3.333333333333333,5.4,2.3000000000000003
20,2,Cech,2017/2018,19,6,4,2.5,2.7,1.0,2.0,6.0,5.0,3,2.6666666666666665,3.6,2.033333333333334
516,29,Begovic,2017/2018,19,18,1,0.6,3.6,1.5,0.7,1.0,1.0,0,1.6666666666666667,2.6,1.1000000000000003
986,54,Ryan,2017/2018,19,12,10,1.0,1.6,1.2,1.4,11.0,6.333333333333332,6,4.0,4.2,2.733333333333334
1697,94,Courtois,2017/2018,19,3,9,1.8,1.7,0.7,1.3,6.0,4.666666666666667,6,1.3333333333333333,3.6,1.0666666666666662
2140,116,Speroni,2017/2018,19,16,20,0.4,0.6,1.4,1.5,6.0,3.333333333333333,2,1.3333333333333333,4.6,1.233333333333333
2482,135,Pickford,2017/2018,19,9,3,1.7,1.8,1.3,0.7,2.0,7.0,9,3.6666666666666665,6.4,2.866666666666668
2886,163,Lössl,2017/2018,19,11,13,0.8,1.181818181818182,2.0,1.3636363636363635,2.0,2.0,3,3.0,2.6,2.033333333333333
3304,189,Schmeichel,2017/2018,19,8,2,1.3,1.9,1.4,1.1,2.0,2.333333333333333,2,3.333333333333333,3.6,2.3000000000000007
3734,213,Mignolet,2017/2018,19,4,6,2.7,2.5,2.0,1.0,6.0,3.0,1,1.3333333333333333,3.2,1.0000000000000002
4168,240,Santana de Moraes,2017/2018,19,1,18,3.6,0.6,0.7,1.5,2.0,5.0,6,1.6666666666666667,4.2,1.7333333333333325
4558,260,de Gea,2017/2018,19,2,8,1.9,1.3,1.1,1.4,3.0,5.0,1,4.0,5.0,2.8666666666666667
4994,286,Elliot,2017/2018,19,15,17,1.0,1.1111111111111112,1.7,1.5555555555555556,3.0,4.333333333333333,9,3.333333333333333,3.4,3.2
5326,306,Forster,2017/2018,19,13,11,1.181818181818182,0.8,1.3636363636363635,2.0,4.0,2.333333333333333,2,4.666666666666667,2.6,2.9999999999999987
5727,328,Butland,2017/2018,19,14,19,1.3,0.5,1.9,1.3,2.0,2.6666666666666665,4,3.6666666666666665,2.6,2.4000000000000004
6075,350,Fabianski,2017/2018,19,20,16,0.6,0.4,1.5,1.4,9.0,4.666666666666667,3,4.666666666666667,4.2,3.8
6501,375,Lloris,2017/2018,19,5,7,1.8,0.7,1.2,0.6,2.0,5.666666666666668,6,4.333333333333333,4.2,3.5000000000000004
6938,397,Gomes,2017/2018,19,10,12,1.6,1.0,1.4,1.2,1.0,1.3333333333333333,2,2.333333333333333,1.8,1.833333333333333
7271,421,Foster,2017/2018,19,19,14,0.5,1.3,1.3,1.9,1.0,4.0,1,2.0,4.0,1.6333333333333335
7596,438,San Miguel del Castillo,2017/2018,19,17,15,1.1111111111111112,1.0,1.5555555555555556,1.7,6.0,5.0,1,1.3333333333333333,4.4,0.8999999999999998
8050,469,Pope,2017/2018,19,7,5,0.7,1.8,0.6,1.2,6.0,6.333333333333332,2,4.333333333333333,5.4,2.9000000000000004
21,2,Cech,2017/2018,20,6,16,1.2,1.4,1.5,1.8,3.0,3.333333333333333,1,2.6666666666666665,3.6,2.0000000000000004
517,29,Begovic,2017/2018,20,18,17,1.2,1.0909090909090908,1.6,2.1818181818181817,0.0,0.6666666666666666,1,2.0,2.4,0.8333333333333335
987,54,Ryan,2017/2018,20,12,3,0.5,1.6,1.3,0.7,6.0,6.333333333333332,2,4.0,4.6,3.0000000000000004
1698,94,Courtois,2017/2018,20,3,12,1.6,0.5,0.7,1.3,6.0,6.0,6,1.0,4.4,1.0666666666666662
2141,116,Speroni,2017/2018,20,16,6,1.4,1.2,1.8,1.5,2.0,3.6666666666666665,3,3.0,3.0,2.166666666666666
2483,135,Pickford,2017/2018,20,9,19,0.7,0.9,1.7,1.4,9.0,7.0,10,3.333333333333333,6.6,2.666666666666668
2887,163,Lössl,2017/2018,20,11,13,1.0,1.0,1.2,2.2,3.0,2.6666666666666665,3,3.6666666666666665,3.0,2.4000000000000004
3305,189,Schmeichel,2017/2018,20,8,10,1.7,1.3,1.6,2.1,2.0,1.0,-1,2.333333333333333,1.4,1.7000000000000008
3735,213,Mignolet,2017/2018,20,4,20,1.9,0.5,0.3,1.6,1.0,4.666666666666667,7,2.333333333333333,3.6,1.8000000000000005
4169,240,Santana de Moraes,2017/2018,20,1,15,2.5,0.9,0.5,1.3,6.0,4.666666666666667,6,1.0,4.8,0.9666666666666656
4559,260,de Gea,2017/2018,20,2,7,2.4,1.1,0.5,1.1,1.0,1.6666666666666667,1,1.6666666666666667,3.6,1.5333333333333332
4995,286,Elliot,2017/2018,20,15,1,0.9,2.5,1.3,0.5,9.0,5.0,3,4.333333333333333,3.4,3.8333333333333326
5327,306,Forster,2017/2018,20,14,5,0.7777777777777778,2.1,1.6666666666666667,0.8,2.0,2.0,0,3.333333333333333,2.0,2.333333333333332
5728,328,Butland,2017/2018,20,13,11,1.0,1.0,2.2,1.2,4.0,3.333333333333333,4,5.666666666666668,2.8,3.6666666666666665
6076,350,Fabianski,2017/2018,20,20,4,0.5,1.9,1.6,0.3,3.0,4.333333333333333,1,4.0,4.2,3.5999999999999988
6502,375,Lloris,2017/2018,20,5,14,2.1,0.7777777777777778,0.8,1.6666666666666667,6.0,3.333333333333333,2,4.666666666666667,4.2,3.2666666666666675
6939,397,Gomes,2017/2018,20,10,8,1.3,1.7,2.1,1.6,2.0,2.0,3,3.0,2.0,2.433333333333333
7272,421,Foster,2017/2018,20,19,9,0.9,0.7,1.4,1.7,1.0,3.333333333333333,8,2.0,4.4,1.5666666666666669
7597,438,San Miguel del Castillo,2017/2018,20,17,18,1.0909090909090908,1.2,2.1818181818181817,1.6,1.0,3.333333333333333,3,2.6666666666666665,4.6,2.0666666666666664
8051,469,Pope,2017/2018,20,7,2,1.1,2.4,1.1,0.5,2.0,3.0,1,3.0,5.2,2.366666666666668
22,2,Cech,2017/2018,21,5,19,1.181818181818182,0.9090909090909092,1.4545454545454546,1.3636363636363635,1.0,1.6666666666666667,1,2.6666666666666665,3.4,1.8000000000000007
518,29,Begovic,2017/2018,21,14,9,1.2727272727272727,0.7272727272727273,1.5454545454545454,1.7272727272727273,1.0,1.0,2,1.0,1.2,0.3000000000000002
988,54,Ryan,2017/2018,21,12,16,0.4545454545454545,0.8181818181818182,1.181818181818182,1.181818181818182,2.0,4.666666666666667,6,2.6666666666666665,5.4,2.033333333333334
1699,94,Courtois,2017/2018,21,2,15,1.9090909090909087,0.9090909090909092,0.6363636363636364,2.4545454545454546,6.0,6.0,6,0.6666666666666666,5.2,0.7999999999999997
2117,115,Hennessey,2017/2018,21,17,1,1.2727272727272727,2.272727272727273,1.6363636363636365,0.4545454545454545,9.0,6.0,7,3.333333333333333,4.0,2.2333333333333325
2484,135,Pickford,2017/2018,21,9,14,0.7272727272727273,1.2727272727272727,1.7272727272727273,1.5454545454545454,10.0,7.0,2,4.333333333333333,6.6,3.4333333333333336
2888,163,Lössl,2017/2018,21,11,7,0.9090909090909092,1.0,1.0909090909090908,1.0,3.0,5.0,9,4.333333333333333,3.6,3.0
3306,189,Schmeichel,2017/2018,21,8,4,1.6363636363636365,1.9090909090909087,1.6363636363636365,0.3636363636363637,-1.0,1.0,2,2.6666666666666665,1.6,1.4333333333333345
3739,214,Karius,2017/2018,21,4,8,1.9090909090909087,1.6363636363636365,0.3636363636363637,1.6363636363636365,6.0,4.666666666666667,2,0.3333333333333333,0.0,0.5333333333333333
4170,240,Santana de Moraes,2017/2018,21,1,17,2.272727272727273,1.2727272727272727,0.4545454545454545,1.6363636363636365,6.0,8.666666666666666,14,1.0,7.0,1.8333333333333317
4560,260,de Gea,2017/2018,21,3,13,2.1818181818181817,0.7,0.4545454545454545,1.5,1.0,3.0,7,1.3333333333333333,4.6,1.0999999999999996
5000,287,Darlow,2017/2018,21,16,12,0.8181818181818182,0.4545454545454545,1.181818181818182,1.181818181818182,3.0,4.0,7,3.0,3.2,2.066666666666667
5295,305,McCarthy,2017/2018,21,13,3,0.7,2.1818181818181817,1.5,0.4545454545454545,0.0,0.0,8,0.0,0.0,0.0
5729,328,Butland,2017/2018,21,15,2,0.9090909090909092,1.9090909090909087,2.4545454545454546,0.6363636363636364,4.0,3.333333333333333,2,6.666666666666668,2.8,4.333333333333333
6077,350,Fabianski,2017/2018,21,20,10,0.6363636363636364,1.2727272727272727,1.5454545454545454,2.090909090909091,1.0,2.333333333333333,3,3.6666666666666665,3.6,3.0
6940,397,Gomes,2017/2018,21,10,20,1.2727272727272727,0.6363636363636364,2.090909090909091,1.5454545454545454,3.0,2.0,1,2.6666666666666665,1.6,2.0333333333333328
7273,421,Foster,2017/2018,21,19,5,0.9090909090909092,1.181818181818182,1.3636363636363635,1.4545454545454546,8.0,4.0,3,3.0,4.6,2.1
8052,469,Pope,2017/2018,21,7,11,1.0,0.9090909090909092,1.0,1.0909090909090908,1.0,3.0,6,3.0,5.2,2.233333333333334
23,2,Cech,2017/2018,22,6,3,2.4545454545454546,1.8181818181818181,1.0909090909090908,0.8181818181818182,1.0,1.3333333333333333,2,2.0,2.6,1.5666666666666675
519,29,Begovic,2017/2018,22,16,12,0.7272727272727273,1.0909090909090908,1.5454545454545454,1.2727272727272727,2.0,1.6666666666666667,2,2.0,1.2,1.2666666666666668
989,54,Ryan,2017/2018,22,12,16,1.0909090909090908,0.7272727272727273,1.2727272727272727,1.5454545454545454,6.0,3.6666666666666665,3,4.333333333333333,5.6,3.1666666666666674
1700,94,Courtois,2017/2018,22,3,6,1.8181818181818181,2.4545454545454546,0.8181818181818182,1.0909090909090908,6.0,4.333333333333333,1,2.0,5.0,1.833333333333333
2118,115,Hennessey,2017/2018,22,14,17,0.5454545454545454,1.1666666666666667,1.3636363636363635,1.4166666666666667,7.0,6.0,2,3.333333333333333,4.2,2.366666666666666
2485,135,Pickford,2017/2018,22,9,2,1.5454545454545454,1.9090909090909087,1.3636363636363635,1.0,2.0,4.666666666666667,2,4.0,5.0,2.8666666666666667
2889,163,Lössl,2017/2018,22,11,8,0.7272727272727273,1.4545454545454546,2.090909090909091,1.2727272727272727,9.0,4.333333333333333,1,3.333333333333333,3.6,2.9333333333333336
3307,189,Schmeichel,2017/2018,22,8,11,1.4545454545454546,0.7272727272727273,1.2727272727272727,2.090909090909091,2.0,2.333333333333333,6,1.6666666666666667,2.2,0.9000000000000011
3736,213,Mignolet,2017/2018,22,4,7,2.636363636363636,0.7272727272727273,1.9090909090909087,0.7272727272727273,7.0,3.6666666666666665,3,2.6666666666666665,3.8,2.0000000000000004
4171,240,Santana de Moraes,2017/2018,22,1,10,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.5454545454545454,14.0,7.666666666666668,3,1.6666666666666667,6.2,2.366666666666666
4561,260,de Gea,2017/2018,22,2,9,1.9090909090909087,1.5454545454545454,1.0,1.3636363636363635,7.0,4.666666666666667,6,1.0,3.6,0.7999999999999997
5001,287,Darlow,2017/2018,22,13,18,1.0,1.181818181818182,1.5454545454545454,1.8181818181818181,7.0,6.333333333333332,9,3.333333333333333,4.8,2.2
5296,305,McCarthy,2017/2018,22,17,14,1.1666666666666667,0.5454545454545454,1.4166666666666667,1.3636363636363635,8.0,0.0,1,0.0,0.0,0.0
5730,328,Butland,2017/2018,22,18,13,1.181818181818182,1.0,1.8181818181818181,1.5454545454545454,2.0,3.0,3,6.333333333333332,3.0,4.2
6078,350,Fabianski,2017/2018,22,20,5,0.5454545454545454,1.8181818181818181,1.5454545454545454,1.0909090909090908,3.0,2.0,2,3.333333333333333,3.6,2.7333333333333325
6503,375,Lloris,2017/2018,22,5,20,1.8181818181818181,0.5454545454545454,1.0909090909090908,1.5454545454545454,2.0,4.666666666666667,6,2.6666666666666665,5.0,1.9333333333333345
6941,397,Gomes,2017/2018,22,10,1,1.5454545454545454,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.0,2.0,2,3.6666666666666665,1.8,2.5333333333333328
7274,421,Foster,2017/2018,22,19,15,0.5454545454545454,1.2,1.3636363636363635,1.5,3.0,4.333333333333333,2,3.333333333333333,3.0,2.5666666666666664
7598,438,San Miguel del Castillo,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,3.0,2.0,2,3.333333333333333,4.0,2.533333333333333
8053,469,Pope,2017/2018,22,7,4,0.7272727272727273,2.636363636363636,0.7272727272727273,1.9090909090909087,6.0,3.0,2,2.333333333333333,3.4,1.6000000000000003
24,2,Cech,2017/2018,23,6,13,1.1666666666666667,1.3333333333333333,1.5,1.5,2.0,1.6666666666666667,2,3.0,1.8,2.100000000000001
520,29,Begovic,2017/2018,23,13,6,1.3333333333333333,1.1666666666666667,1.5,1.5,2.0,2.0,2,2.0,1.4,1.6000000000000003
990,54,Ryan,2017/2018,23,16,19,0.4166666666666667,1.0,1.25,1.25,3.0,3.333333333333333,1,3.333333333333333,3.6,2.5000000000000004
1701,94,Courtois,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,1.0,4.333333333333333,6,2.0,5.0,1.7999999999999996
2119,115,Hennessey,2017/2018,23,12,7,1.25,0.9166666666666666,1.5,1.0,2.0,5.666666666666668,8,3.0,5.6,2.0333333333333314
2486,135,Pickford,2017/2018,23,9,5,0.6666666666666666,2.272727272727273,1.9166666666666667,0.7272727272727273,2.0,2.0,2,5.0,5.0,3.4333333333333336
2890,163,Lössl,2017/2018,23,14,11,0.9166666666666666,1.3333333333333333,1.3333333333333333,2.083333333333333,1.0,3.333333333333333,0,2.333333333333333,3.2,2.2666666666666666
3308,189,Schmeichel,2017/2018,23,8,4,1.5,1.75,1.5,0.5833333333333334,6.0,6.333333333333332,11,4.0,4.0,2.5333333333333345
3740,214,Karius,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,2.0,3.0,1,0.6666666666666666,0.0,0.6333333333333332
4172,240,Santana de Moraes,2017/2018,23,1,3,2.333333333333333,2.083333333333333,0.75,0.5833333333333334,3.0,6.0,1,2.333333333333333,6.0,2.6333333333333324
4562,260,de Gea,2017/2018,23,2,18,2.25,0.8333333333333334,0.4166666666666667,2.5,6.0,6.666666666666668,7,2.333333333333333,4.4,1.7666666666666664
5002,287,Darlow,2017/2018,23,15,20,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.5,9.0,6.0,2,3.0,4.6,2.1
5297,305,McCarthy,2017/2018,23,17,10,0.8181818181818182,1.3333333333333333,1.5454545454545454,2.083333333333333,1.0,3.0,0,2.333333333333333,0.0,1.366666666666667
5731,328,Butland,2017/2018,23,18,2,0.8333333333333334,2.25,2.5,0.4166666666666667,3.0,2.6666666666666665,3,6.0,3.2,4.266666666666667
6079,350,Fabianski,2017/2018,23,20,15,0.6666666666666666,0.8333333333333334,1.5,1.1666666666666667,2.0,2.6666666666666665,3,3.0,2.4,2.666666666666666
6504,375,Lloris,2017/2018,23,5,9,2.272727272727273,0.6666666666666666,0.7272727272727273,1.9166666666666667,6.0,4.666666666666667,6,2.0,4.4,1.233333333333334
6942,397,Gomes,2017/2018,23,10,17,1.3333333333333333,0.8181818181818182,2.083333333333333,1.5454545454545454,2.0,1.3333333333333333,1,3.0,1.8,2.066666666666666
7275,421,Foster,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,2.0,4.0,7,2.6666666666666665,4.2,1.933333333333333
7599,438,San Miguel del Castillo,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,2.0,2.333333333333333,2,3.333333333333333,2.8,2.5
8054,469,Pope,2017/2018,23,7,12,0.9166666666666666,1.25,1.0,1.5,2.0,3.333333333333333,2,1.6666666666666667,2.6,1.2000000000000004
25,2,Cech,2017/2018,24,6,13,2.583333333333333,0.5833333333333334,1.0833333333333333,1.5833333333333333,2.0,2.333333333333333,3,3.6666666666666665,1.8,2.766666666666668
521,29,Begovic,2017/2018,24,12,11,0.75,1.181818181818182,1.5,1.4545454545454546,2.0,2.333333333333333,3,3.0,2.0,2.333333333333333
991,54,Ryan,2017/2018,24,16,3,1.0,2.0,1.5,0.75,1.0,2.0,2,4.666666666666667,2.8,2.9666666666666672
1710,96,Caballero,2017/2018,24,3,16,2.0,1.0,0.75,1.5,0.0,0.0,7,0.0,0.0,0.0
2120,115,Hennessey,2017/2018,24,13,6,0.5833333333333334,2.583333333333333,1.5833333333333333,1.0833333333333333,8.0,4.0,2,3.333333333333333,5.6,2.6666666666666656
2487,135,Pickford,2017/2018,24,9,19,1.5,0.5833333333333334,1.3333333333333333,1.3333333333333333,2.0,2.333333333333333,3,4.666666666666667,3.8,2.9666666666666672
2891,163,Lössl,2017/2018,24,14,17,0.6666666666666666,1.25,2.083333333333333,1.6666666666666667,0.0,1.0,2,2.333333333333333,3.0,2.2
3309,189,Schmeichel,2017/2018,24,7,10,1.5,1.4166666666666667,1.1666666666666667,1.5833333333333333,11.0,8.666666666666666,9,3.6666666666666665,5.4,2.566666666666668
3741,214,Karius,2017/2018,24,4,20,2.4166666666666665,0.5833333333333334,1.8333333333333333,1.4166666666666667,1.0,1.6666666666666667,2,0.6666666666666666,3.4,0.5333333333333333
4173,240,Santana de Moraes,2017/2018,24,1,15,3.5,1.0,0.75,1.6666666666666667,1.0,2.333333333333333,3,3.0,5.4,2.3333333333333326
4563,260,de Gea,2017/2018,24,2,8,1.8333333333333333,0.6666666666666666,0.9166666666666666,0.75,7.0,6.333333333333332,6,2.0,5.4,1.7666666666666664
5003,287,Darlow,2017/2018,24,15,1,1.0,3.5,1.6666666666666667,0.75,2.0,4.666666666666667,3,4.0,4.8,3.0
5298,305,McCarthy,2017/2018,24,18,5,1.1538461538461535,1.75,1.3846153846153846,1.0833333333333333,0.0,1.0,2,1.6666666666666667,0.0,1.0333333333333334
5732,328,Butland,2017/2018,24,17,14,1.25,0.6666666666666666,1.6666666666666667,2.083333333333333,3.0,5.0,9,4.666666666666667,4.2,3.3666666666666667
6080,350,Fabianski,2017/2018,24,20,4,0.5833333333333334,2.4166666666666665,1.4166666666666667,1.8333333333333333,3.0,4.333333333333333,8,3.333333333333333,3.4,2.6666666666666656
6514,376,Vorm,2017/2018,24,5,18,1.75,1.1538461538461535,1.0833333333333333,1.3846153846153846,0.0,0.0,3,0.0,0.0,0.0
7276,421,Foster,2017/2018,24,19,9,0.5833333333333334,1.5,1.3333333333333333,1.3333333333333333,7.0,4.0,3,2.333333333333333,4.6,1.9333333333333331
7600,438,San Miguel del Castillo,2017/2018,24,11,12,1.181818181818182,0.75,1.4545454545454546,1.5,2.0,2.0,2,1.6666666666666667,2.0,1.1333333333333329
8055,469,Pope,2017/2018,24,8,2,0.6666666666666666,1.8333333333333333,0.75,0.9166666666666666,2.0,2.0,2,1.6666666666666667,2.6,1.2666666666666673
8825,536,Karnezis,2017/2018,24,10,7,1.4166666666666667,1.5,1.5833333333333333,1.1666666666666667,0.0,0.0,2,0.0,0.0,0.0
26,2,Cech,2017/2018,25,6,19,1.1538461538461535,0.7692307692307693,1.6153846153846154,1.3846153846153846,3.0,2.0,1,2.6666666666666665,1.8,1.9666666666666683
522,29,Begovic,2017/2018,25,10,4,0.9230769230769232,1.6153846153846154,1.3846153846153846,0.7692307692307693,3.0,4.0,7,3.333333333333333,3.2,2.8666666666666667
992,54,Ryan,2017/2018,25,15,18,0.4615384615384616,1.1428571428571428,1.2307692307692308,1.3571428571428572,2.0,1.6666666666666667,2,3.333333333333333,2.8,1.866666666666668
1702,94,Courtois,2017/2018,25,4,10,1.6153846153846154,0.9230769230769232,0.7692307692307693,1.3846153846153846,6.0,2.6666666666666665,1,2.333333333333333,4.0,1.7666666666666664
2121,115,Hennessey,2017/2018,25,13,12,0.6153846153846154,1.1666666666666667,1.5384615384615383,1.4166666666666667,2.0,4.0,2,3.333333333333333,4.2,2.566666666666666
2488,135,Pickford,2017/2018,25,9,8,1.5384615384615383,1.4615384615384617,1.3076923076923077,1.5384615384615383,3.0,2.333333333333333,2,3.333333333333333,2.2,2.2000000000000006
2892,163,Lössl,2017/2018,25,17,3,0.8461538461538461,2.4615384615384617,1.4615384615384617,1.6923076923076923,2.0,1.3333333333333333,2,3.0,2.8,2.2999999999999994
3310,189,Schmeichel,2017/2018,25,8,9,1.4615384615384617,1.5384615384615383,1.5384615384615383,1.3076923076923077,9.0,7.0,1,3.6666666666666665,5.8,2.900000000000001
3742,214,Karius,2017/2018,25,3,17,2.4615384615384617,0.8461538461538461,1.6923076923076923,1.4615384615384617,2.0,3.0,6,1.0,3.4,0.8999999999999999
4174,240,Santana de Moraes,2017/2018,25,1,20,3.4615384615384617,0.5384615384615384,0.6923076923076923,1.4615384615384617,3.0,3.333333333333333,6,2.333333333333333,5.4,1.7999999999999992
4564,260,de Gea,2017/2018,25,2,5,1.6923076923076923,2.25,1.0,0.6666666666666666,6.0,5.0,2,3.6666666666666665,5.6,3.0333333333333328
5004,287,Darlow,2017/2018,25,14,7,0.8461538461538461,0.9230769230769232,1.1538461538461535,1.0,3.0,1.6666666666666667,0,3.333333333333333,4.2,2.533333333333333
5299,305,McCarthy,2017/2018,25,18,15,1.1428571428571428,0.4615384615384616,1.3571428571428572,1.2307692307692308,2.0,1.3333333333333333,2,1.3333333333333333,2.6,0.9
5733,328,Butland,2017/2018,25,16,11,1.1538461538461535,1.3076923076923077,1.5384615384615383,1.4615384615384617,9.0,6.333333333333332,7,3.6666666666666665,4.8,2.7333333333333343
6081,350,Fabianski,2017/2018,25,19,6,0.7692307692307693,1.1538461538461535,1.3846153846153846,1.6153846153846154,8.0,4.666666666666667,3,3.333333333333333,3.8,2.8999999999999986
6505,375,Lloris,2017/2018,25,5,2,2.25,1.6923076923076923,0.6666666666666666,1.0,6.0,6.333333333333332,7,1.3333333333333333,5.4,1.4000000000000008
7277,421,Foster,2017/2018,25,20,1,0.5384615384615384,3.4615384615384617,1.4615384615384617,0.6923076923076923,3.0,4.333333333333333,3,3.6666666666666665,3.6,2.566666666666666
7601,438,San Miguel del Castillo,2017/2018,25,12,13,1.1666666666666667,0.6153846153846154,1.4166666666666667,1.5384615384615383,2.0,2.0,2,1.6666666666666667,2.2,1.1999999999999995
8056,469,Pope,2017/2018,25,7,14,0.9230769230769232,0.8461538461538461,1.0,1.1538461538461535,2.0,5.0,11,1.6666666666666667,4.6,2.466666666666668
8826,536,Karnezis,2017/2018,25,11,16,1.3076923076923077,1.1538461538461535,1.4615384615384617,1.5384615384615383,2.0,4.0,10,2.333333333333333,0.0,1.8666666666666665
0,1,Ospina,2017/2018,26,6,10,2.769230769230769,0.6923076923076923,1.0769230769230769,2.1538461538461537,0.0,0.0,1,0.0,0.0,0.0
27,2,Cech,2017/2018,26,6,10,2.769230769230769,0.6923076923076923,1.0769230769230769,2.1538461538461537,1.0,2.0,2,1.6666666666666667,2.0,1.4000000000000012
523,29,Begovic,2017/2018,26,9,18,1.3846153846153846,0.8461538461538461,1.4615384615384617,2.4615384615384617,7.0,4.0,2,3.333333333333333,3.2,3.0
993,54,Ryan,2017/2018,26,13,12,1.1538461538461535,1.3076923076923077,1.4615384615384617,2.1538461538461537,2.0,2.0,2,2.6666666666666665,2.0,1.4333333333333342
1703,94,Courtois,2017/2018,26,4,11,1.9230769230769231,1.5384615384615383,1.0,2.0,1.0,2.6666666666666665,1,2.333333333333333,3.0,1.0666666666666664
2122,115,Hennessey,2017/2018,26,14,16,1.2307692307692308,1.0,1.4615384615384617,1.6153846153846154,2.0,3.0,5,5.0,3.8,3.666666666666666
2489,135,Pickford,2017/2018,26,10,6,0.6923076923076923,2.769230769230769,2.1538461538461537,1.0769230769230769,2.0,1.6666666666666667,0,2.0,1.8,1.5666666666666669
2893,163,Lössl,2017/2018,26,19,2,0.6153846153846154,2.230769230769231,2.0769230769230766,0.38461538461538464,2.0,4.666666666666667,10,4.333333333333333,3.0,3.733333333333333
3311,189,Schmeichel,2017/2018,26,8,17,1.4615384615384617,0.6923076923076923,1.1538461538461535,1.4615384615384617,1.0,4.0,2,1.3333333333333333,5.8,1.4000000000000008
3743,214,Karius,2017/2018,26,3,5,2.0769230769230766,1.7692307692307692,0.6923076923076923,1.1538461538461535,6.0,5.666666666666668,9,2.0,4.0,2.2
4175,240,Santana de Moraes,2017/2018,26,1,7,2.230769230769231,0.6923076923076923,0.7692307692307693,0.7692307692307693,6.0,3.6666666666666665,2,2.0,3.0,1.9
4565,260,de Gea,2017/2018,26,2,19,2.230769230769231,0.6153846153846154,0.38461538461538464,2.0769230769230766,2.0,4.666666666666667,6,2.333333333333333,5.4,2.066666666666666
5005,287,Darlow,2017/2018,26,16,14,1.0,1.2307692307692308,1.6153846153846154,1.4615384615384617,0.0,2.0,3,4.0,3.4,2.766666666666666
5300,305,McCarthy,2017/2018,26,15,20,1.0,1.0769230769230769,1.5833333333333333,1.3846153846153846,2.0,1.6666666666666667,1,1.0,1.2,0.6666666666666666
5734,328,Butland,2017/2018,26,18,9,0.8461538461538461,1.3846153846153846,2.4615384615384617,1.4615384615384617,7.0,6.0,2,3.333333333333333,4.8,2.2666666666666675
6082,350,Fabianski,2017/2018,26,17,8,0.6923076923076923,1.4615384615384617,1.4615384615384617,1.1538461538461535,3.0,4.666666666666667,3,3.333333333333333,3.8,2.533333333333332
6506,375,Lloris,2017/2018,26,5,3,1.7692307692307692,2.0769230769230766,1.1538461538461535,0.6923076923076923,7.0,4.666666666666667,1,1.3333333333333333,4.4,1.6000000000000008
7278,421,Foster,2017/2018,26,20,15,1.0769230769230769,1.0,1.3846153846153846,1.5833333333333333,3.0,2.333333333333333,1,4.0,3.2,2.9666666666666663
7602,438,San Miguel del Castillo,2017/2018,26,12,13,1.3076923076923077,1.1538461538461535,2.1538461538461537,1.4615384615384617,2.0,1.6666666666666667,1,2.0,1.8,1.5999999999999996
8057,469,Pope,2017/2018,26,7,1,0.6923076923076923,2.230769230769231,0.7692307692307693,0.7692307692307693,11.0,6.0,5,3.333333333333333,4.4,3.366666666666668
8827,536,Karnezis,2017/2018,26,11,4,1.5384615384615383,1.9230769230769231,2.0,1.0,10.0,4.666666666666667,2,3.0,0.0,2.6
